"nombre","direccion","ciudad","provincia","ci"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 27","LOTE 14 LEGUA 4","PAMPA DEL INDIO","Chaco","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 270","MORENO 601","LAS ROSAS","Santa Fe","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 271","LA ARABIA 4705- ALGARROBAL","LAS HERAS","Santa Fe","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 272","LOS OLIVOS 910- MANUEL ARBERTI","PILAR","Buenos Aires","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 273","WASHIGTON 1116","PILAR","Buenos Aires","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 274","MONTEAGUDO 1594- TALAR DE PACHECO","TIGRE ","Buenos Aires","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 275","ROQUE SAENZ PEÑA Y MENDOZA- LOTE 10 B","ADELA MARIA","Córdoba","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 276","CAFAYATE Y MUTICIAS - LOYTE 11- MANZANA D- BARRIO DON BOSCO","PLOTTIER","Neuquén","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 277","ALMIRANTE BROWN 1557- BARRIO DON BOSCO","ZAPALA","Neuquén","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 278","VISTA ALEGRE SUR LOTE NRO. 1 MANZANA A"," VILLA OBRERA CENTENARIO","Neuquén","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 279","MONTE CASEROS 210","PARANA","Entre Ríos","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 28","LOTE 60 CAMPO BERMEJO","GRAL SAN MARTIN","Chaco","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 280","LOTE 15- LA SIERRA","PRESIDENCIA ROCA","Chaco","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 281","CALLE 16- MANZANA 174- PARCELA 25- CHACRA 118 B- VILLA LUISA","RESISTENCIA","Chaco","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 282","SAAVEDRA 2301","SANTA FE","Santa Fe","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 283","JUAN DIAZ SOLIS Nº 4146","MAR DEL PLATA","Buenos Aires","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 284","OBLIGADO Nº 721","RAMALLO","Buenos Aires","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 285","MARIANO ACOSTA Nº 96 MINISTRO RIVADACIA","ALMIRANTE BROWN","Buenos Aires","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 286","LOS TILOS S/N, MANZANA Nº 873, PARCELA 18","PALMIRA","Mendoza","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 287","SARMIENTO Nº 449","PINO TRUNCADO","Santa Cruz","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 288","MANZANA Nº 555- PARCELA 15- SECC. K","LAMARQUE","Río Negro","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 289","ANIBAL TROILO Nº 2931","GENERAL ROCA","Río Negro","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 29","LOTE 45 PAMPA CHICA","PAMPA DEL INDIO","Chaco","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 290","MANZANA &quot;B&quot;- LOTE Nº 12","VILLA OBRERA CENTENARIO","Neuquén","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 291","CALLE 16 Nº 630","RESISTENCIA","Chaco","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 292","CAMPO BERMEJO LOTE 60","SAN MARTIN","Chaco","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 293","FLOR DE CEIBO 1457","LUJAN","Buenos Aires","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 294","RUTA 191 KM. 31 DOYLE","SAN PEDRO","Buenos Aires","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 295","GUEMES 100 SANTA LUCIA","SAN PEDRO","Buenos Aires","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 296","BOQUERON 235","LOMAS DE ZAMORA","Buenos Aires","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 297","FALUCHO 275","LOMAS DE ZAMORA","Buenos Aires","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 298","OLMOS 442","LOMAS DE ZAMORA","Buenos Aires","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 299","ALVEAR 538","AZUL","Buenos Aires","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 3","MANZANA 34, LOTE 17","GENERAL PACHECO","Buenos Aires","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 30","QUINTA 45","PIRANE","Formosa","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 300","LOTE Nº 126 BARRIO MAPIC EX-B. NUEVO DE RESISTENCIA","RESISTENCIA","Chaco","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 301","MANZANA 1 PARCELA 6 CHACRANº 66 BARRIO TOBA JUAN JOSE CASTELLI","JUAN JOSE CASTELLI","Chaco","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 302","SOLAR D, FRACCION 15 MANZANA 9 BARRIO NUESTRA SRA. DE LUJAN","FORMOSA","Formosa","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 303","MANZANA Nº1 - PARCELA 9 Y 10- LOTE Nº 140 - FINCA 41 EL COLORADO","PIRANE","Formosa","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 304","PASAJE DEL CAMPO Nº 5038","ROSARIO","Santa Fe","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 305","DERQUI Nº 6464","ROSARIO","Santa Fe","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 306","CALLE URQUIZA 6142","VILLA BALLESTER","Buenos Aires","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 307","RUMANIA 2940- MAQUINISTA SAVIO","PILAR","Buenos Aires","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 308","URUGUAY 556","ESCOBAR","Buenos Aires","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 309","CERVANTES 800","LOMAS DE ZAMORA","Buenos Aires","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 31","LOTE 23","RIACHO DE ORO PERIN","Formosa","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 310","DAMIAN HUDSON 344","MENDOZA","Mendoza","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 311","PARCELA Nº 3 VILLA AMRGARITA","LA LEONESA","Chaco","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 312","LOTE RURAL 126 BARRIO MAPIC","RESISTENCIA","Chaco","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 313","LOTE Nº 6","MISION TACAGLE","Formosa","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 314","LOTE 36","POZO DEL TIGRE","Formosa","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 315","SAN MARTIN 514","CHUMBICHA","Catamarca","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 316","RIVADAVIA 1609","SAN LORENZO","Santa Fe","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 317","ALMAFUERTE 2050","SAN LORENZO","Santa Fe","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 318","RIO DE JANEIRO 3629","ROSARIO","Santa Fe","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 319","PANIZA 2103","ROSARIO","Santa Fe","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 32","QUINTA 18 (RADIO URBANO)","COMANDANTE FONTANA ","Formosa","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 320","OVIDIO LAGOS 5329","ROSARIO","Santa Fe","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 321","9 DE JULIO 242","ROSARIO","Santa Fe","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 322","QUETGLES 295","SAN ANTONIO DE ARECO","Buenos Aires","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 323","FRAY LUIS BELTRAN 160","LOMAS DE ZAMORA","Buenos Aires","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 324","9 DE JULIO 242","ALVAREZ ","Santa Fe","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 325","ESTANISLAO CEVALLOS 6900- BARRIO LA LOMA","SANTA FE","Santa Fe","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 326","PASAJE A Nº 1571- BARRIO SAN LORENZO","SANTA FE","Santa Fe","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 327","SAN LORENZO 190","RECONQUISTA ","Santa Fe","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 328","CINCO BIS Nº 774","LAS PAREJAS","Santa Fe","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 329","PORTUGAL 158","RECONQUISTA ","Santa Fe","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 33","LOTE 21","NABAGAN ","Formosa","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 330","GUTIERREZ 1372- BARRIO LA LOMA","SANTA FE","Santa Fe","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 331","AZOPARDO 476","RIO TERCERO","Córdoba","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 332","VICENTE LOPEZ 158","EL DORADO","Misiones","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 333","SIMON BOLIVAR 241","CALAFATE","Santa Cruz","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 334","NICOLAS AVELLANEDA 2902","ALTA CORDOBA","Córdoba","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 335","ROCA 20","CRUZ DEL EJE","Córdoba","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 336","QUINTANA 645","CAPITAN BERMUDEZ","Santa Fe","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 337","URUGUAY 184","CAPITAN BERMUDEZ","Santa Fe","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 338","GENERAL PAZ 718","CAPITAN BERMUDEZ","Santa Fe","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 339","ALBERDI 829","BARRANCAS","Santa Fe","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 34","LOTE 20 MANZANA 150","POSTA SAN MARTIN Nª 2 ","Formosa","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 340","MARTIN FIERRO 1000","CORREA","Santa Fe","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 341","IRIGOYEN 1175","CORREA","Santa Fe","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 342","CAMPBELL 4344","ROSARIO","Santa Fe","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 343","MANZANA Nº 8- VIVIENDA 28- BARRIO EL POZO","SANTA FE","Santa Fe","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 344","CABOTO 6141","SANTA FE ","Santa Fe","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 345","CAFERATA 8956","SANTA FE","Santa Fe","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 346","MANZANA 25- LOTE 24- BARRIO SAN AGUSTIN- ZONA RURAL","SANTA FE","Santa Fe","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 347","GUTIERREZ Y TOBOGAL S/N- MANZANA 21 - LOTE 8","DEL VISO","Buenos Aires","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 348","CALLE 41 Nº 768","CORONEL PRINGLES ","Buenos Aires","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 349","JUJUY 1735","BAHIA BLANCA","Buenos Aires","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 35","LOTE 16 JOSE MARIA CABEZON","VILLA LURDE","Formosa","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 350","GONZALEZ GUERRICO 2335","MAR DEL PLATA","Buenos Aires","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 351","MANZANA 53- LOTE 34- PARCELA 34- SIMON BOLIVAR","FORMOSA","Formosa","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 352","CALLE 13 Nº 599- MANZANA 262- PARCELA 1","VIEDMA","Río Negro","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 353","CALLE 13 Nº 26","VILLA CEFERINO","Neuquén","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 354","AMADO NERVO Nº 575","RAWSON","San Juan","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 355","FELIX AGUILAR 307","RAWSON","San Juan","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 356","RECUERDOS DE PROVINCIA 58","RAWSON","San Juan","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 357","FLEMING 259","GENERAL ALVEAR","Mendoza","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 358","AV. EVA PERON 3568- MANZANA 371- PARCELA 6Y7- BARRIO SAN JOSE","TEMPERLEY","Buenos Aires","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 359","LOS TILOS S/N - MANZANA 873-LOTE 18","VILLA MATILDE PALMIRA","Mendoza","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 36","LOTE 19 MANZANA 25","VILLA DEL ROSARIO","Formosa","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 360","SAENZ PEÑA S/N","VISTALBA LUJAN DE CUYO","Mendoza","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 361","SALVADOR ARIAS 1110","GODOY CRUZ","Mendoza","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 362","JOSE INGENIEROS 620","OBERA","Misiones","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 363","MANZANA E - LOTE 7- BARRIO RUCAL HUE","NEUQUEN","Neuquén","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 364","POSADAS 131","LOMAS DE ZAMORA","Buenos Aires","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 365","ESMERALDA 7189","JOSE LEON SUAREZ","Buenos Aires","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 366","GODOY CRUZ 2613","GUAYMALLEN","Mendoza","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 37","LOTE 47 Y 58 JURISDICCION LAGUNA GOBERNADOR","SAN FRANCISCO DE LAHISI","Formosa","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 38","LOTE 15B COLONIA ABORIGEN BARTOLOME DE LAS CASAS","COMANDANTE FONTANA ","Formosa","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 39","MANZANA Nª 71","PRESIDENCIA GRAL ROCA","Chaco","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 4","CONGRESO 4505 VILLA CARAZA","LANUS","Buenos Aires","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 40","LOTE Nª 142 CAMPO BERMEJO","GRAL SAN MARTIN ","Chaco","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 41","LEGUA 16 FORTIN LAVALLE","GRAL GUEMES","Chaco","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 42","CARLOS PELLEGRINI Y SALTA LOTES 67 Y 68 MANZANA Nª 5","FORMOSA","Formosa","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 43","LOTE 50","SAN FRANCISCO DE LAISHI","Formosa","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 44","LOTE 29 MZ. 38","BARRIO CENTENARIO","Formosa","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 45","LEGUA 14 C LA PAMPA COLONIA ABORIGEN BARTOLOME DE LAS CASAS","COMANDANTE FONTANA ","Formosa","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 46","LOTE 62 FRACCION 36 MZ. 38 BARRIO RURAL","FORMOSA","Formosa","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 47","LOTE 13 C SUBTENIENTE PERIN","RIACHO DE ORO ","Formosa","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 48","LOTE 23 SUBTENIENTE PERIN","RIACHO DE ORO","Formosa","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 49","LOTE 19 MA. 25","VILLA DEL ROSARIO","Formosa","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 5","M. BELGRANO S/N, MANZANA 111, LOTE 7","BARADERO","Buenos Aires","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 50","MOYA 3768","OLAVARRIA ","Buenos Aires","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 51","CALLE 2 nª 847","JOSE LEON SUAREZ","Buenos Aires","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 52","PARANA 1553","BAHIA BLANCA","Buenos Aires","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 53","ALBERDI 486","SAAVEDRA ","Buenos Aires","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 54","MAGALLANES 4505","VILLA CARAZA","Buenos Aires","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 55","LOTE 24 MA 63 CALLE SORDEAUZ E/LAMARCA Y LA RABIDA BELLA VISTA","GRAL SARMIENTO","Buenos Aires","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 56","AMIANET 5983 BARRIO 11 DE SEPTIEMBRE","3 DE FEBRERO","Buenos Aires","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 57","J. SITJA NIN 614","PASO DE LOS LIBRES ","Corrientes","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 58","CANADA S/N MA. 6 LOTE 8 BARRIO SARMIENTO","CENTENARIO ","Neuquén","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 59","LOTE 6 MA H","SENILLOSA ","Neuquén","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 6","LOTE 4, MANZANA 43, PARCELA 4","RAMALLO","Buenos Aires","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 60","JOSE M. JORGE S/N LOTE 3 MA 17","GRAL FERNANDEZ ORO ","Río Negro","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 61","LOTE 17 FRACCION A SEC. XXVI COLONI LA LUCINDA","CIPOLETTI ","Río Negro","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 62","LOTE 19 BARRIO LA COSTA","CIPOLETTI ","Río Negro","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 63","PRINGLES S/N MZ 48 LOTE 12","FORMOSA ","Formosa","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 64","LOTE 5","MISION TAGLE","Formosa","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 65","LOTE 10 COLONIA ABORIGEN","LA PRIMAVERA ","Formosa","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 66","LOTE 15 MZ 4 L.R. 26","FORMOSA ","Formosa","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 67","LOTE 5 MZ. 67 L. 68","FORMOSA ","Formosa","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 68","LOTE 7 LEGUA B","PASAJE LA YOLITA","Formosa","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 69","LEGUA 31 B-C ABORIGEN BME DE LAS CASAS","CTE FONTANA ","Formosa","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 7","AMIONOT 5983, BARRIO 11 DE SEPTIEMBRE","3 DE FEBRERO","Buenos Aires","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 70","LEGUA 14 AB C. ABORIGEN BME DE LAS CASAS","CTE FONTANA","Formosa","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 71","LOTE 54 FRACCION D CHACRA 44","ALLEN ","Río Negro","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 72","SAN MARTIN 121","SAAVEDRA ","Buenos Aires","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 73","NORBERTO DAVILA 510","SAN PEDRO","Buenos Aires","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 74","ALMAFUERTE 3365","SAN PEDRO ","Buenos Aires","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 75","LEGUA 16 A-","FORTIN LAVALLE ","Chaco","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 76","LEGUA 39 B","PAMPA DEL INDIO","Chaco","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 77","CESPEDES 5781 - B Bª INDEPENDENCIA","LAFERRERE","Buenos Aires","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 78","1ª DE MAYO S/Nª MA 436 LOTE 3 Bª CENTENARIO","P. HUINCUL","Neuquén","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 79","JOSE BELMON 707","ALVEAR","Corrientes","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 8","MANZANA 67, LOTE 14 KM. 30","DON TORCUATO","Buenos Aires","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 80","LOTE 13 LEGUA A SC. 10","FORTIN LA SOLEDAD","Formosa","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 81","LOTE 13 LEGUA A SC. 3","FORTIN LA SOLEDAD","Formosa","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 82","LOTE 26 COLONIA ABORIGEN EL ENSANCHE","IBARRETA ","Formosa","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 83","LOTE 15 MZ 4 L.R. 26","FORMOSA","Formosa","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 84","MANZANA 47 PARCELA 16-17 POSTA SAN MARTIN Nª 2","FORMOSA","Formosa","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 85","LOTE 29 ESPINILLO","GRAL GUEMES ","Chaco","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 86","JOSE BELMON 707","ALVEAR ","Corrientes","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 87","AV. LUCERO 3130","ROSARIO","Santa Fe","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 88","VIVIENDA Nª 22 COLONIA ABORIGEN LA PRIMAVERA","LAGUNA BLANCA ","Formosa","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 89","LOTE 98 EL ESPINILLO","GRAL GUEMES","Chaco","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 9","PERITO MORENO 1154","CINCO SALTOS","Río Negro","1088"
